CHR	GENE_ID	GENE_NAME	SUBJECT_ID	tissue_num	data_pvalues	data_qvalues	data_lfdr	z_score	RME_effect	mosaic_category	is_significant
5	ENSG00000171444.17	MCC	GTEX-YFC4	34	5.72E-24	3.50E-22	1.62E-06	2.134262835	frequent_RME	Autosome	TRUE
1	ENSG00000143369.14	ECM1	GTEX-YFC4	33	6.18E-24	3.77E-22	1.62E-06	3.229074007	frequent_RME	Autosome	TRUE
5	ENSG00000165810.16	BTNL9	GTEX-YFC4	32	7.03E-24	4.27E-22	1.62E-06	4.330995907	frequent_RME	Autosome	TRUE
22	ENSG00000100197.20	CYP2D6	GTEX-YFC4	31	8.22E-24	4.96E-22	1.62E-06	1.621466159	common_RME	Autosome	TRUE
12	ENSG00000139192.11	TAPBPL	GTEX-YFC4	34	1.08E-23	6.51E-22	1.62E-06	2.0084997	frequent_RME	Autosome	TRUE
1	ENSG00000135778.11	NTPCR	GTEX-YFC4	34	1.24E-23	7.39E-22	1.62E-06	0.450708269	private_RME	Autosome	TRUE
6	ENSG00000204539.3	CDSN	GTEX-YFC4	23	1.36E-23	8.07E-22	1.62E-06	4.459281478	frequent_RME	Autosome	TRUE
14	ENSG00000211898.7	IGHD	GTEX-YFC4	8	2.08E-23	1.23E-21	1.62E-06	3.009888688	frequent_RME	Autosome	TRUE
1	ENSG00000249087.6	ZNF436-AS1	GTEX-YFC4	33	2.26E-23	1.33E-21	1.62E-06	0.12665921	private_RME	Autosome	TRUE
4	ENSG00000138641.15	HERC3	GTEX-YFC4	34	3.04E-23	1.78E-21	1.62E-06	2.536645921	frequent_RME	Autosome	TRUE
14	ENSG00000165409.16	TSHR	GTEX-YFC4	13	3.11E-23	1.82E-21	1.62E-06	0.653339442	private_RME	Autosome	TRUE
16	ENSG00000103196.11	CRISPLD2	GTEX-YFC4	34	4.28E-23	2.49E-21	1.62E-06	3.753293958	frequent_RME	Autosome	TRUE
18	ENSG00000060069.16	CTDP1	GTEX-YFC4	34	6.91E-23	3.96E-21	1.62E-06	1.227743709	common_RME	Autosome	TRUE
1	ENSG00000143632.14	ACTA1	GTEX-YFC4	24	8.69E-23	4.97E-21	1.62E-06	2.45270426	frequent_RME	Autosome	TRUE
21	ENSG00000159263.15	SIM2	GTEX-YFC4	20	1.03E-22	5.88E-21	1.62E-06	-0.183452255	private_RME	Autosome	TRUE
12	ENSG00000226472.8	RP11-551L14.4	GTEX-YFC4	28	1.35E-22	7.67E-21	1.62E-06	1.310173542	common_RME	Autosome	TRUE
21	ENSG00000157601.13	MX1	GTEX-YFC4	34	1.62E-22	9.14E-21	1.62E-06	1.801155265	common_RME	Autosome	TRUE
9	ENSG00000187764.11	SEMA4D	GTEX-YFC4	34	1.68E-22	9.41E-21	1.62E-06	1.45640291	common_RME	Autosome	TRUE
3	ENSG00000152492.13	CCDC50	GTEX-YFC4	34	1.98E-22	1.11E-20	1.62E-06	3.67099268	frequent_RME	Autosome	TRUE
12	ENSG00000110900.14	TSPAN11	GTEX-YFC4	28	2.28E-22	1.27E-20	1.62E-06	1.207783007	common_RME	Autosome	TRUE
22	ENSG00000100097.11	LGALS1	GTEX-YFC4	34	2.30E-22	1.27E-20	1.62E-06	0.641132745	private_RME	Autosome	TRUE
18	ENSG00000265787.2	CYP4F35P	GTEX-YFC4	21	2.90E-22	1.60E-20	1.62E-06	2.204378619	frequent_RME	Autosome	TRUE
6	ENSG00000196735.11	HLA-DQA1	GTEX-YFC4	19	3.76E-22	2.07E-20	1.62E-06	2.599665185	frequent_RME	Autosome	TRUE
5	ENSG00000134352.19	IL6ST	GTEX-YFC4	34	5.44E-22	2.98E-20	1.62E-06	1.238254169	common_RME	Autosome	TRUE
12	ENSG00000170486.10	KRT72	GTEX-YFC4	5	7.57E-22	4.12E-20	1.62E-06	2.081406758	frequent_RME	Autosome	TRUE
7	ENSG00000091140.13	DLD	GTEX-YFC4	34	8.78E-22	4.74E-20	1.62E-06	3.222413246	frequent_RME	Autosome	TRUE
12	ENSG00000256594.7	RP11-705C15.2	GTEX-YFC4	29	1.48E-21	7.97E-20	1.62E-06	0.477587914	private_RME	Autosome	TRUE
3	ENSG00000163820.14	FYCO1	GTEX-YFC4	34	1.89E-21	1.01E-19	1.62E-06	2.381255954	frequent_RME	Autosome	TRUE
1	ENSG00000149527.17	PLCH2	GTEX-YFC4	24	2.16E-21	1.15E-19	1.62E-06	0.93828953	private_RME	Autosome	TRUE
1	ENSG00000169442.8	CD52	GTEX-YFC4	23	2.61E-21	1.38E-19	1.62E-06	3.027648189	frequent_RME	Autosome	TRUE
3	ENSG00000136059.14	VILL	GTEX-YFC4	32	3.63E-21	1.92E-19	1.62E-06	0.876829707	private_RME	Autosome	TRUE
17	ENSG00000108551.4	RASD1	GTEX-YFC4	34	5.12E-21	2.70E-19	1.62E-06	2.762357776	frequent_RME	Autosome	TRUE
1	ENSG00000081277.12	PKP1	GTEX-YFC4	22	6.49E-21	3.40E-19	1.62E-06	2.696781829	frequent_RME	Autosome	TRUE
6	ENSG00000186439.12	TRDN	GTEX-YFC4	20	7.19E-21	3.76E-19	1.62E-06	0.641132745	private_RME	Autosome	TRUE
10	ENSG00000052749.13	RRP12	GTEX-YFC4	34	8.42E-21	4.38E-19	1.62E-06	2.379545764	frequent_RME	Autosome	TRUE
8	ENSG00000173295.7	FAM86B3P	GTEX-YFC4	34	8.99E-21	4.65E-19	1.62E-06	2.951802085	frequent_RME	Autosome	TRUE
9	ENSG00000126878.12	AIF1L	GTEX-YFC4	31	1.18E-20	6.07E-19	1.62E-06	2.365006496	frequent_RME	Autosome	TRUE
20	ENSG00000124126.13	PREX1	GTEX-YFC4	34	1.36E-20	6.99E-19	1.62E-06	2.31082689	frequent_RME	Autosome	TRUE
4	ENSG00000151726.13	ACSL1	GTEX-YFC4	34	2.55E-20	1.30E-18	1.62E-06	2.827917887	frequent_RME	Autosome	TRUE
21	ENSG00000157557.11	ETS2	GTEX-YFC4	34	3.12E-20	1.59E-18	1.62E-06	3.581715389	frequent_RME	Autosome	TRUE
11	ENSG00000033327.12	GAB2	GTEX-YFC4	34	3.35E-20	1.70E-18	1.62E-06	2.521804427	frequent_RME	Autosome	TRUE
8	ENSG00000134020.7	PEBP4	GTEX-YFC4	29	4.32E-20	2.18E-18	1.62E-06	1.983638636	common_RME	Autosome	TRUE
18	ENSG00000260372.6	AQP4-AS1	GTEX-YFC4	25	4.53E-20	2.28E-18	1.62E-06	2.360769448	frequent_RME	Autosome	TRUE
6	ENSG00000186470.13	BTN3A2	GTEX-YFC4	34	5.47E-20	2.74E-18	1.62E-06	1.139193733	common_RME	Autosome	TRUE
19	ENSG00000089351.14	GRAMD1A	GTEX-YFC4	34	5.95E-20	2.97E-18	1.62E-06	1.033272892	common_RME	Autosome	TRUE
9	ENSG00000276291.5	FRG1HP	GTEX-YFC4	34	1.12E-19	5.57E-18	1.62E-06	0.914932965	private_RME	Autosome	TRUE
16	ENSG00000076344.15	RGS11	GTEX-YFC4	33	1.12E-19	5.57E-18	1.62E-06	1.25037772	common_RME	Autosome	TRUE
19	ENSG00000006016.10	CRLF1	GTEX-YFC4	34	1.62E-19	8.01E-18	1.62E-06	1.328776686	common_RME	Autosome	TRUE
6	ENSG00000146122.16	DAAM2	GTEX-YFC4	34	1.90E-19	9.36E-18	1.62E-06	1.666495308	common_RME	Autosome	TRUE
18	ENSG00000101639.18	CEP192	GTEX-YFC4	34	2.06E-19	1.01E-17	1.62E-06	1.951287878	common_RME	Autosome	TRUE
11	ENSG00000255367.2	RP13-726E6.2	GTEX-YFC4	12	2.58E-19	1.26E-17	1.62E-06	1.44112796	common_RME	Autosome	TRUE
6	ENSG00000112139.14	MDGA1	GTEX-YFC4	31	2.82E-19	1.37E-17	1.62E-06	3.67890098	frequent_RME	Autosome	TRUE
1	ENSG00000116962.14	NID1	GTEX-YFC4	34	4.67E-19	2.26E-17	1.62E-06	1.260444514	common_RME	Autosome	TRUE
7	ENSG00000106125.14	MINDY4	GTEX-YFC4	33	4.83E-19	2.33E-17	1.62E-06	0.220836584	private_RME	Autosome	TRUE
4	ENSG00000196616.13	ADH1B	GTEX-YFC4	21	5.28E-19	2.54E-17	1.62E-06	3.210351866	frequent_RME	Autosome	TRUE
7	ENSG00000135245.9	HILPDA	GTEX-YFC4	34	5.60E-19	2.68E-17	1.62E-06	1.603173067	common_RME	Autosome	TRUE
10	ENSG00000151929.9	BAG3	GTEX-YFC4	34	7.36E-19	3.51E-17	1.62E-06	1.841933554	common_RME	Autosome	TRUE
16	ENSG00000196557.12	CACNA1H	GTEX-YFC4	33	7.47E-19	3.55E-17	1.62E-06	3.884223893	frequent_RME	Autosome	TRUE
21	ENSG00000185437.13	SH3BGR	GTEX-YFC4	33	1.10E-18	5.22E-17	1.62E-06	2.581315458	frequent_RME	Autosome	TRUE
3	ENSG00000091986.15	CCDC80	GTEX-YFC4	31	1.15E-18	5.44E-17	1.62E-06	0.556605968	private_RME	Autosome	TRUE
7	ENSG00000214765.8	SEPT7P2	GTEX-YFC4	34	1.35E-18	6.31E-17	1.62E-06	1.307149385	common_RME	Autosome	TRUE
8	ENSG00000147588.6	PMP2	GTEX-YFC4	24	1.91E-18	8.89E-17	1.62E-06	1.015180823	common_RME	Autosome	TRUE
17	ENSG00000169710.8	FASN	GTEX-YFC4	34	2.05E-18	9.52E-17	1.62E-06	2.922888992	frequent_RME	Autosome	TRUE
10	ENSG00000151468.10	CCDC3	GTEX-YFC4	33	2.07E-18	9.57E-17	1.62E-06	2.844932958	frequent_RME	Autosome	TRUE
2	ENSG00000152291.13	TGOLN2	GTEX-YFC4	34	2.31E-18	1.06E-16	1.62E-06	2.621971509	frequent_RME	Autosome	TRUE
9	ENSG00000107104.18	KANK1	GTEX-YFC4	33	2.31E-18	1.06E-16	1.62E-06	2.475143787	frequent_RME	Autosome	TRUE
6	ENSG00000172201.11	ID4	GTEX-YFC4	31	3.28E-18	1.50E-16	1.62E-06	3.503432112	frequent_RME	Autosome	TRUE
7	ENSG00000198874.12	TYW1	GTEX-YFC4	34	3.69E-18	1.69E-16	1.62E-06	1.606767779	common_RME	Autosome	TRUE
6	ENSG00000206341.7	HLA-H	GTEX-YFC4	29	3.78E-18	1.72E-16	1.62E-06	3.508267936	frequent_RME	Autosome	TRUE
5	ENSG00000072786.12	STK10	GTEX-YFC4	34	4.05E-18	1.84E-16	1.62E-06	-0.061498308	private_RME	Autosome	TRUE
15	ENSG00000276550.4	HERC2P2	GTEX-YFC4	34	5.55E-18	2.51E-16	1.62E-06	2.033648122	frequent_RME	Autosome	TRUE
6	ENSG00000146426.17	TIAM2	GTEX-YFC4	34	5.60E-18	2.52E-16	1.62E-06	1.098637787	common_RME	Autosome	TRUE
19	ENSG00000172687.13	ZNF738	GTEX-YFC4	26	7.00E-18	3.14E-16	1.62E-06	-0.380215535	private_RME	Autosome	TRUE
19	ENSG00000189068.9	VSTM1	GTEX-YFC4	4	7.24E-18	3.24E-16	1.62E-06	0.379513532	private_RME	Autosome	TRUE
17	ENSG00000154803.12	FLCN	GTEX-YFC4	34	7.90E-18	3.52E-16	1.62E-06	2.97281968	frequent_RME	Autosome	TRUE
4	ENSG00000175920.16	DOK7	GTEX-YFC4	29	8.73E-18	3.88E-16	1.62E-06	2.274812743	frequent_RME	Autosome	TRUE
11	ENSG00000110628.13	SLC22A18	GTEX-YFC4	34	9.23E-18	4.08E-16	1.62E-06	2.699674018	frequent_RME	Autosome	TRUE
2	ENSG00000183091.19	NEB	GTEX-YFC4	34	1.03E-17	4.53E-16	1.62E-06	2.109751	frequent_RME	Autosome	TRUE
6	ENSG00000214894.6	LINC00243	GTEX-YFC4	19	1.05E-17	4.63E-16	1.62E-06	0.670225373	private_RME	Autosome	TRUE
17	ENSG00000262061.5	RP11-1260E13.4	GTEX-YFC4	21	1.28E-17	5.61E-16	1.62E-06	1.746904504	common_RME	Autosome	TRUE
15	ENSG00000128918.14	ALDH1A2	GTEX-YFC4	33	1.59E-17	6.91E-16	1.62E-06	2.586683689	frequent_RME	Autosome	TRUE
11	ENSG00000262655.3	SPON1	GTEX-YFC4	31	1.67E-17	7.22E-16	1.62E-06	1.202617431	common_RME	Autosome	TRUE
19	ENSG00000129451.11	KLK10	GTEX-YFC4	22	1.89E-17	8.18E-16	1.62E-06	3.978905459	frequent_RME	Autosome	TRUE
3	ENSG00000158186.12	MRAS	GTEX-YFC4	34	2.72E-17	1.17E-15	1.62E-06	2.130858414	frequent_RME	Autosome	TRUE
4	ENSG00000169429.10	CXCL8	GTEX-YFC4	18	2.89E-17	1.24E-15	1.62E-06	-0.156191961	private_RME	Autosome	TRUE
13	ENSG00000080618.13	CPB2	GTEX-YFC4	22	3.04E-17	1.30E-15	1.62E-06	0.418583815	private_RME	Autosome	TRUE
11	ENSG00000248746.5	ACTN3	GTEX-YFC4	4	4.58E-17	1.95E-15	1.62E-06	2.932940141	frequent_RME	Autosome	TRUE
22	ENSG00000100376.11	FAM118A	GTEX-YFC4	34	4.95E-17	2.10E-15	1.62E-06	3.655002717	frequent_RME	Autosome	TRUE
7	ENSG00000158516.11	CPA2	GTEX-YFC4	8	5.06E-17	2.13E-15	1.62E-06	0.611986142	private_RME	Autosome	TRUE
17	ENSG00000120088.14	CRHR1	GTEX-YFC4	21	5.05E-17	2.13E-15	1.62E-06	2.461768193	frequent_RME	Autosome	TRUE
11	ENSG00000254418.1	RP11-21L19.1	GTEX-YFC4	31	5.28E-17	2.22E-15	1.62E-06	2.31082689	frequent_RME	Autosome	TRUE
1	ENSG00000173110.7	HSPA6	GTEX-YFC4	28	5.73E-17	2.40E-15	1.62E-06	0.3276822	private_RME	Autosome	TRUE
9	ENSG00000095383.19	TBC1D2	GTEX-YFC4	34	7.81E-17	3.26E-15	1.62E-06	1.960264247	common_RME	Autosome	TRUE
6	ENSG00000124749.16	COL21A1	GTEX-YFC4	29	7.86E-17	3.27E-15	1.62E-06	1.505638808	common_RME	Autosome	TRUE
2	ENSG00000115641.18	FHL2	GTEX-YFC4	34	8.38E-17	3.48E-15	1.62E-06	1.523714655	common_RME	Autosome	TRUE
14	ENSG00000213145.9	CRIP1	GTEX-YFC4	34	9.00E-17	3.72E-15	1.62E-06	1.692006427	common_RME	Autosome	TRUE
15	ENSG00000140263.13	SORD	GTEX-YFC4	25	1.04E-16	4.30E-15	1.62E-06	0.853702356	private_RME	Autosome	TRUE
6	ENSG00000198945.7	L3MBTL3	GTEX-YFC4	34	1.07E-16	4.40E-15	1.62E-06	1.293370702	common_RME	Autosome	TRUE
8	ENSG00000120899.17	PTK2B	GTEX-YFC4	34	1.08E-16	4.41E-15	1.62E-06	1.821570186	common_RME	Autosome	TRUE
4	ENSG00000109321.10	AREG	GTEX-YFC4	17	1.13E-16	4.60E-15	1.62E-06	0.20268245	private_RME	Autosome	TRUE
1	ENSG00000060656.19	PTPRU	GTEX-YFC4	33	1.28E-16	5.22E-15	1.62E-06	0.161723727	private_RME	Autosome	TRUE
22	ENSG00000100266.18	PACSIN2	GTEX-YFC4	34	1.81E-16	7.36E-15	1.62E-06	2.803145297	frequent_RME	Autosome	TRUE
6	ENSG00000204642.13	HLA-F	GTEX-YFC4	34	1.85E-16	7.50E-15	1.62E-06	3.253310204	frequent_RME	Autosome	TRUE
18	ENSG00000198796.6	ALPK2	GTEX-YFC4	11	1.91E-16	7.71E-15	1.62E-06	2.081153858	frequent_RME	Autosome	TRUE
19	ENSG00000134815.18	DHX34	GTEX-YFC4	34	2.04E-16	8.18E-15	1.62E-06	-0.016650727	private_RME	Autosome	TRUE
2	ENSG00000115468.11	EFHD1	GTEX-YFC4	30	2.60E-16	1.04E-14	1.62E-06	1.106358475	common_RME	Autosome	TRUE
2	ENSG00000138074.14	SLC5A6	GTEX-YFC4	34	2.62E-16	1.05E-14	1.62E-06	0.176311889	private_RME	Autosome	TRUE
11	ENSG00000196655.11	TRAPPC4	GTEX-YFC4	34	2.87E-16	1.14E-14	1.62E-06	1.191578496	common_RME	Autosome	TRUE
2	ENSG00000125633.10	CCDC93	GTEX-YFC4	34	3.06E-16	1.21E-14	1.62E-06	0.771952812	private_RME	Autosome	TRUE
4	ENSG00000196104.10	SPOCK3	GTEX-YFC4	17	5.16E-16	2.04E-14	1.62E-06	0.645834584	private_RME	Autosome	TRUE
22	ENSG00000211660.3	IGLV2-23	GTEX-YFC4	6	6.60E-16	2.59E-14	1.62E-06	4.568252401	frequent_RME	Autosome	TRUE
2	ENSG00000230006.7	ANKRD36BP2	GTEX-YFC4	7	7.74E-16	3.04E-14	1.62E-06	-0.522802368	private_RME	Autosome	TRUE
2	ENSG00000138061.11	CYP1B1	GTEX-YFC4	34	1.18E-15	4.61E-14	1.62E-06	3.410253612	frequent_RME	Autosome	TRUE
17	ENSG00000167363.13	FN3K	GTEX-YFC4	33	1.61E-15	6.27E-14	1.62E-06	2.148307209	frequent_RME	Autosome	TRUE
10	ENSG00000165997.4	ARL5B	GTEX-YFC4	34	1.66E-15	6.42E-14	1.62E-06	-0.176209575	private_RME	Autosome	TRUE
8	ENSG00000253981.5	ALG1L13P	GTEX-YFC4	33	2.05E-15	7.91E-14	1.62E-06	2.611348532	frequent_RME	Autosome	TRUE
10	ENSG00000012779.10	ALOX5	GTEX-YFC4	32	2.06E-15	7.93E-14	1.62E-06	1.127384847	common_RME	Autosome	TRUE
14	ENSG00000166165.12	CKB	GTEX-YFC4	34	2.44E-15	9.35E-14	1.62E-06	2.857351287	frequent_RME	Autosome	TRUE
19	ENSG00000197256.10	KANK2	GTEX-YFC4	34	2.66E-15	1.02E-13	1.62E-06	2.038979083	frequent_RME	Autosome	TRUE
4	ENSG00000138823.13	MTTP	GTEX-YFC4	10	2.81E-15	1.07E-13	1.62E-06	0.607974254	private_RME	Autosome	TRUE
14	ENSG00000256357.1	RP11-349I1.2	GTEX-YFC4	4	4.89E-15	1.86E-13	1.62E-06	0.330971667	private_RME	Autosome	TRUE
19	ENSG00000271032.1	CTD-2527I21.14	GTEX-YFC4	34	6.18E-15	2.34E-13	1.62E-06	1.001139217	common_RME	Autosome	TRUE
20	ENSG00000149596.6	JPH2	GTEX-YFC4	31	6.31E-15	2.38E-13	1.62E-06	1.079325431	common_RME	Autosome	TRUE
16	ENSG00000260186.5	LINC02137	GTEX-YFC4	7	8.11E-15	3.06E-13	1.62E-06	0.96995065	private_RME	Autosome	TRUE
5	ENSG00000050767.15	COL23A1	GTEX-YFC4	29	9.82E-15	3.69E-13	1.62E-06	2.624721037	frequent_RME	Autosome	TRUE
3	ENSG00000173193.13	PARP14	GTEX-YFC4	34	1.01E-14	3.78E-13	1.62E-06	1.231930905	common_RME	Autosome	TRUE
9	ENSG00000106780.8	MEGF9	GTEX-YFC4	34	1.08E-14	4.03E-13	1.62E-06	2.184247755	frequent_RME	Autosome	TRUE
19	ENSG00000064687.12	ABCA7	GTEX-YFC4	34	1.17E-14	4.36E-13	1.62E-06	2.530894162	frequent_RME	Autosome	TRUE
13	ENSG00000088386.16	SLC15A1	GTEX-YFC4	4	1.27E-14	4.72E-13	1.62E-06	0.362246152	private_RME	Autosome	TRUE
8	ENSG00000253196.1	RP11-706C16.7	GTEX-YFC4	15	1.53E-14	5.67E-13	1.62E-06	2.304408261	frequent_RME	Autosome	TRUE
16	ENSG00000007541.16	PIGQ	GTEX-YFC4	34	1.83E-14	6.74E-13	1.62E-06	1.475121423	common_RME	Autosome	TRUE
6	ENSG00000170542.5	SERPINB9	GTEX-YFC4	33	1.84E-14	6.78E-13	1.62E-06	2.178786526	frequent_RME	Autosome	TRUE
9	ENSG00000233016.6	SNHG7	GTEX-YFC4	34	1.89E-14	6.95E-13	1.62E-06	1.805987783	common_RME	Autosome	TRUE
1	ENSG00000117266.15	CDK18	GTEX-YFC4	33	1.97E-14	7.22E-13	1.62E-06	0.44004347	private_RME	Autosome	TRUE
6	ENSG00000198502.5	HLA-DRB5	GTEX-YFC4	17	2.43E-14	8.87E-13	1.62E-06	2.797377032	frequent_RME	Autosome	TRUE
16	ENSG00000169347.16	GP2	GTEX-YFC4	17	2.54E-14	9.24E-13	1.62E-06	1.445541103	common_RME	Autosome	TRUE
17	ENSG00000176155.18	CCDC57	GTEX-YFC4	34	2.61E-14	9.49E-13	1.62E-06	2.48790906	frequent_RME	Autosome	TRUE
15	ENSG00000074803.17	SLC12A1	GTEX-YFC4	7	2.97E-14	1.07E-12	1.62E-06	1.548293791	common_RME	Autosome	TRUE
1	ENSG00000117242.7	PINK1-AS	GTEX-YFC4	34	3.09E-14	1.11E-12	1.62E-06	2.936507591	frequent_RME	Autosome	TRUE
8	ENSG00000184428.12	TOP1MT	GTEX-YFC4	34	3.25E-14	1.17E-12	1.62E-06	2.008970531	frequent_RME	Autosome	TRUE
4	ENSG00000163993.6	S100P	GTEX-YFC4	4	3.36E-14	1.21E-12	1.62E-06	2.473401587	frequent_RME	Autosome	TRUE
9	ENSG00000041982.15	TNC	GTEX-YFC4	27	3.43E-14	1.23E-12	1.62E-06	4.287485484	frequent_RME	Autosome	TRUE
1	ENSG00000118473.21	SGIP1	GTEX-YFC4	32	3.61E-14	1.29E-12	1.62E-06	1.824184937	common_RME	Autosome	TRUE
3	ENSG00000160145.15	KALRN	GTEX-YFC4	33	4.65E-14	1.65E-12	1.62E-06	1.893710411	common_RME	Autosome	TRUE
8	ENSG00000250305.8	KIAA1456	GTEX-YFC4	33	5.20E-14	1.83E-12	1.62E-06	1.89606808	common_RME	Autosome	TRUE
20	ENSG00000101049.14	SGK2	GTEX-YFC4	16	5.19E-14	1.83E-12	1.62E-06	3.362538094	frequent_RME	Autosome	TRUE
7	ENSG00000127954.12	STEAP4	GTEX-YFC4	27	5.86E-14	2.06E-12	1.62E-06	2.810795716	frequent_RME	Autosome	TRUE
7	ENSG00000228113.7	AC003991.3	GTEX-YFC4	29	6.39E-14	2.24E-12	1.62E-06	2.631174817	frequent_RME	Autosome	TRUE
6	ENSG00000161896.11	IP6K3	GTEX-YFC4	23	6.79E-14	2.37E-12	1.62E-06	2.026307672	frequent_RME	Autosome	TRUE
3	ENSG00000153002.11	CPB1	GTEX-YFC4	16	7.25E-14	2.52E-12	1.62E-06	0.968912581	private_RME	Autosome	TRUE
11	ENSG00000120451.10	SNX19	GTEX-YFC4	34	8.25E-14	2.86E-12	1.62E-06	3.183987612	frequent_RME	Autosome	TRUE
1	ENSG00000168528.11	SERINC2	GTEX-YFC4	15	8.69E-14	3.00E-12	1.62E-06	4.049108266	frequent_RME	Autosome	TRUE
22	ENSG00000205702.10	CYP2D7	GTEX-YFC4	30	9.55E-14	3.29E-12	1.62E-06	0.402688902	private_RME	Autosome	TRUE
11	ENSG00000130595.17	TNNT3	GTEX-YFC4	16	1.12E-13	3.83E-12	1.62E-06	3.151884841	frequent_RME	Autosome	TRUE
15	ENSG00000276710.4	CSPG4P10	GTEX-YFC4	29	1.18E-13	4.05E-12	1.62E-06	2.466517776	frequent_RME	Autosome	TRUE
13	ENSG00000235903.7	CPB2-AS1	GTEX-YFC4	22	1.26E-13	4.31E-12	1.62E-06	0.373231644	private_RME	Autosome	TRUE
17	ENSG00000258472.8	RP11-192H23.4	GTEX-YFC4	34	1.28E-13	4.35E-12	1.62E-06	2.967837732	frequent_RME	Autosome	TRUE
8	ENSG00000253398.1	RP11-775B15.2	GTEX-YFC4	32	1.28E-13	4.36E-12	1.62E-06	4.435501807	frequent_RME	Autosome	TRUE
16	ENSG00000103202.12	NME4	GTEX-YFC4	34	1.35E-13	4.56E-12	1.62E-06	3.3645219	frequent_RME	Autosome	TRUE
7	ENSG00000091136.13	LAMB1	GTEX-YFC4	34	1.36E-13	4.58E-12	1.62E-06	3.168208549	frequent_RME	Autosome	TRUE
1	ENSG00000134201.10	GSTM5	GTEX-YFC4	33	1.43E-13	4.83E-12	1.62E-06	4.058170771	frequent_RME	Autosome	TRUE
19	ENSG00000197013.9	ZNF429	GTEX-YFC4	34	1.44E-13	4.83E-12	1.62E-06	1.894000368	common_RME	Autosome	TRUE
4	ENSG00000007062.11	PROM1	GTEX-YFC4	20	1.46E-13	4.90E-12	1.62E-06	1.174570456	common_RME	Autosome	TRUE
2	ENSG00000180178.10	FAR2P1	GTEX-YFC4	7	1.47E-13	4.93E-12	1.62E-06	2.994078857	frequent_RME	Autosome	TRUE
5	ENSG00000113396.12	SLC27A6	GTEX-YFC4	17	1.53E-13	5.10E-12	1.62E-06	2.09231444	frequent_RME	Autosome	TRUE
11	ENSG00000021762.19	OSBPL5	GTEX-YFC4	34	1.54E-13	5.11E-12	1.62E-06	0.834660695	private_RME	Autosome	TRUE
4	ENSG00000196526.10	AFAP1	GTEX-YFC4	34	1.69E-13	5.58E-12	1.62E-06	2.107708347	frequent_RME	Autosome	TRUE
18	ENSG00000186481.16	ANKRD20A5P	GTEX-YFC4	23	1.76E-13	5.79E-12	1.62E-06	1.669918132	common_RME	Autosome	TRUE
19	ENSG00000221983.7	UBA52	GTEX-YFC4	34	2.46E-13	8.10E-12	1.62E-06	1.233850371	common_RME	Autosome	TRUE
2	ENSG00000173209.22	AHSA2	GTEX-YFC4	34	2.48E-13	8.15E-12	1.62E-06	1.898950983	common_RME	Autosome	TRUE
5	ENSG00000197083.11	ZNF300P1	GTEX-YFC4	33	2.51E-13	8.23E-12	1.62E-06	1.857243789	common_RME	Autosome	TRUE
8	ENSG00000180155.19	LYNX1	GTEX-YFC4	33	2.56E-13	8.35E-12	1.62E-06	1.72305498	common_RME	Autosome	TRUE
5	ENSG00000094755.16	GABRP	GTEX-YFC4	9	2.90E-13	9.46E-12	1.62E-06	1.930991751	common_RME	Autosome	TRUE
22	ENSG00000075234.16	TTC38	GTEX-YFC4	34	3.15E-13	1.02E-11	1.62E-06	1.865893005	common_RME	Autosome	TRUE
4	ENSG00000171564.11	FGB	GTEX-YFC4	11	3.34E-13	1.08E-11	1.62E-06	0.779983925	private_RME	Autosome	TRUE
11	ENSG00000149115.13	TNKS1BP1	GTEX-YFC4	34	3.52E-13	1.14E-11	1.62E-06	0.218718602	private_RME	Autosome	TRUE
14	ENSG00000188488.13	SERPINA5	GTEX-YFC4	24	3.60E-13	1.16E-11	1.62E-06	3.996326308	frequent_RME	Autosome	TRUE
19	ENSG00000267107.6	PCAT19	GTEX-YFC4	23	4.11E-13	1.32E-11	1.62E-06	0.466388062	private_RME	Autosome	TRUE
4	ENSG00000151552.11	QDPR	GTEX-YFC4	34	4.16E-13	1.34E-11	1.62E-06	1.081819944	common_RME	Autosome	TRUE
1	ENSG00000099260.10	PALMD	GTEX-YFC4	22	4.18E-13	1.34E-11	1.62E-06	3.077255948	frequent_RME	Autosome	TRUE
6	ENSG00000204531.17	POU5F1	GTEX-YFC4	32	4.29E-13	1.37E-11	1.62E-06	3.993077025	frequent_RME	Autosome	TRUE
4	ENSG00000138759.18	FRAS1	GTEX-YFC4	30	4.41E-13	1.40E-11	1.62E-06	2.413842221	frequent_RME	Autosome	TRUE
8	ENSG00000168484.12	SFTPC	GTEX-YFC4	19	4.86E-13	1.54E-11	1.62E-06	1.617614981	common_RME	Autosome	TRUE
16	ENSG00000260876.5	LINC01229	GTEX-YFC4	13	4.95E-13	1.57E-11	1.62E-06	0.987779243	private_RME	Autosome	TRUE
12	ENSG00000135390.17	ATP5G2	GTEX-YFC4	34	5.31E-13	1.68E-11	1.62E-06	1.866593592	common_RME	Autosome	TRUE
2	ENSG00000168906.12	MAT2A	GTEX-YFC4	34	5.58E-13	1.76E-11	1.62E-06	1.21138786	common_RME	Autosome	TRUE
10	ENSG00000107438.8	PDLIM1	GTEX-YFC4	34	5.91E-13	1.86E-11	1.62E-06	3.610599218	frequent_RME	Autosome	TRUE
